time,open,high,low,close
1576256400,7282.18,7298,7258,7268.97
1576258200,7268.25,7280,7259.88,7274.36
1576260000,7274.73,7283.78,7266.35,7278
1576261800,7278.02,7278.33,7224,7239.97
1576263600,7239.97,7270,7231.69,7259.13
1576265400,7259.28,7268.66,7251.15,7253.87
1576267200,7253.87,7266.87,7249.88,7258.99
1576269000,7258.2,7264.85,7250.89,7257.31
1576270800,7257.27,7257.31,7241.37,7245.44
1576272600,7246.83,7248.04,7238.01,7244.58
1576274400,7244.58,7258.62,7237.08,7251.26
1576276200,7250.79,7251.25,7230.64,7242.86
1576278000,7243.51,7252.22,7239.47,7247.56
1576279800,7247.01,7258.61,7247.01,7258.48
1576281600,7257.37,7258.11,7240.28,7244.32
1576283400,7243.51,7249.83,7232.09,7248
1576285200,7247.69,7249.99,7237.87,7249.93
1576287000,7249.1,7271.77,7248.77,7264.5
1576288800,7264.21,7265.59,7251.3,7259.17
1576290600,7258.52,7268.79,7248.85,7254.8
1576292400,7255.62,7255.62,7242.14,7252.79
1576294200,7252.78,7259.98,7242.3,7254.63
1576296000,7255.21,7260.81,7250.22,7258.44
1576297800,7258.73,7263,7256.05,7258.94
1576299600,7257.89,7261.45,7256.05,7259.58
1576301400,7260.21,7270,7257.71,7266.93
1576303200,7265.92,7267.45,7251,7254.72
1576305000,7254.68,7255.15,7243.68,7248.08
1576306800,7248.67,7254.9,7242.02,7250.25
1576308600,7250.25,7259.68,7246.35,7252.08
1576310400,7252.05,7252.8,7233.33,7234.24
1576312200,7235.26,7242.44,7166.66,7189.46
1576314000,7189.46,7205.36,7167.35,7196
1576315800,7196.25,7200.68,7182.58,7191.64
1576317600,7191.66,7200,7187,7193.35
1576319400,7193.98,7200.15,7175.89,7190.47
1576321200,7190.46,7190.46,7150,7165.8
1576323000,7166.62,7193.02,7155.01,7185.94
1576324800,7185.49,7189.48,7171.38,7179.02
1576326600,7180.1,7180.59,7150,7161.66
1576328400,7161.6,7166.59,7135.97,7152.08
1576330200,7152,7164.44,7141.59,7144.18
1576332000,7145.63,7146.11,7122.23,7137.53
1576333800,7138.34,7158.77,7133.06,7153.04
1576335600,7152.61,7156.36,7090,7122.86
1576337400,7122,7130,7026,7060.03
1576339200,7061.61,7069.98,7012,7051.88
1576341000,7051.51,7078.2,7036.67,7059.49
1576342800,7059.36,7088.48,7053.91,7078.11
1576344600,7078.18,7079.34,7060.48,7065.26
1576346400,7065.02,7083.53,7065,7077.66
1576348200,7078.01,7099.63,7077.66,7096.46
1576350000,7096.53,7104.25,7082.02,7099.54
1576351800,7099.77,7099.98,7066.85,7072.66
1576353600,7072.66,7082.39,7066.13,7069.21
1576355400,7069.22,7081,7065.39,7072.33
1576357200,7073.34,7093.99,7062.56,7088.03
1576359000,7088.03,7091.89,7078.38,7083.68
1576360800,7083.68,7087.41,7067.61,7081.94
1576362600,7081.94,7093.38,7080.76,7089.76
1576364400,7089.74,7090,7072.34,7077.84
1576366200,7077.82,7080.89,7063.99,7064.05
1576368000,7064.14,7065,7024,7030.64
1576369800,7031.85,7049.82,7008.35,7046.28
1576371600,7046.53,7052.7,7025.78,7027.56
1576373400,7027.49,7052.69,7021.43,7048.54
1576375200,7048.54,7063.82,7045.01,7055.41
1576377000,7056.49,7072.85,7053.9,7062
1576378800,7061.46,7067.03,7049.04,7049.13
1576380600,7050,7063,7044.09,7056.97
1576382400,7057.49,7066.35,7055.61,7060.83
1576384200,7061.61,7067.03,7053,7053.72
1576386000,7054.3,7062.81,7044,7052
1576387800,7052,7059,7045.09,7058
1576389600,7058.1,7058.14,7035.37,7040.91
1576391400,7041.29,7057.81,7040.9,7054.68
1576393200,7055.55,7139,7035.63,7076.58
1576395000,7076.3,7200.3,7075.08,7142
1576396800,7142,7177.15,7123.76,7138.82
1576398600,7138.11,7153.06,7131.47,7151.33
1576400400,7151.2,7161.18,7131.94,7135.84
1576402200,7135.98,7142,7129.95,7140.59
1576404000,7140.71,7141.47,7103.64,7113.29
1576405800,7113.27,7114.34,7084.51,7096.74
1576407600,7096.18,7114.34,7094.27,7107.52
1576409400,7107.09,7114.34,7094.75,7110.61
1576411200,7111.11,7149,7106.15,7118.13
1576413000,7118.13,7118.59,7061.05,7080.86
1576414800,7080.25,7095.22,7076.54,7088.66
1576416600,7088.71,7093.81,7070.03,7080.52
1576418400,7080.52,7116,7080.11,7104.3
1576420200,7104.3,7125,7093.76,7120.41
1576422000,7120.4,7133.22,7107.9,7118.58
1576423800,7119.05,7124.09,7100,7119.1
1576425600,7119.11,7131.92,7091.43,7096.36
1576427400,7096.42,7104.46,7082,7098.53
1576429200,7098.82,7112.8,7093.99,7109.16
1576431000,7109.17,7122.05,7100.9,7114.01
1576432800,7113.6,7123,7101.62,7113.36
1576434600,7113.92,7125,7108.56,7123.81
1576436400,7124.26,7128.99,7101.65,7114.47
1576438200,7113.91,7119.97,7106.13,7114.49
1576440000,7114.68,7123.27,7110.09,7118.72
1576441800,7118.48,7141.67,7116.66,7134.69
1576443600,7133.92,7135.56,7116.42,7124.87
1576445400,7125.37,7128.94,7112.19,7125.43
1576447200,7124.93,7139.66,7123.05,7124.19
1576449000,7124.37,7133.46,7116.99,7118.85
1576450800,7119.38,7121.98,7097.41,7111.98
1576452600,7112.78,7129.41,7111.24,7118.59
1576454400,7119.6,7132.52,7085.23,7108.61
1576456200,7108.58,7108.62,7062.55,7080.45
1576458000,7080.12,7096.07,7077.07,7083.27
1576459800,7082.79,7100,7082.28,7096.09
1576461600,7095.36,7098.94,7080.77,7094.82
1576463400,7094.41,7103.26,7081.97,7093.14
1576465200,7093.97,7099.93,7089,7091.72
1576467000,7091.72,7093.57,7072.24,7079.98
1576468800,7078.83,7079.98,7042.49,7069.34
1576470600,7069.34,7077.49,7055,7072.16
1576472400,7072.16,7080.01,7060,7075.72
1576474200,7076.98,7080,7068.27,7071.26
1576476000,7070.87,7092.01,7068.01,7088.31
1576477800,7088.31,7089.26,7078.14,7086.52
1576479600,7086.5,7100,7080.61,7089.99
1576481400,7089.99,7092.98,7062.81,7067.74
1576483200,7066.97,7077.45,7056.8,7077.06
1576485000,7077.45,7099,7060.21,7069.17
1576486800,7069.15,7073,7051,7071.5
1576488600,7070.45,7078.69,7057.4,7058.59
1576490400,7057.45,7084,7056.31,7082.44
1576492200,7083.88,7086,7062.75,7063.36
1576494000,7063.36,7082.5,7061.69,7071.33
1576495800,7071.34,7125.6,7071.06,7091.85
1576497600,7091.92,7109,7074,7092.11
1576499400,7092.1,7119,7083.13,7108.03
1576501200,7109.21,7123.59,7098.13,7107.41
1576503000,7108.25,7140.72,7105.32,7135.46
1576504800,7136.47,7150,7121,7121.01
1576506600,7121.56,7123.78,7105.61,7115.96
1576508400,7115.98,7128.88,7082.36,7093.99
1576510200,7093.99,7102.98,7082,7089.45
1576512000,7090.73,7104.8,7087.81,7093.82
1576513800,7094.01,7104.85,7088.45,7099.71
1576515600,7100.53,7102.36,7095.15,7098.17
1576517400,7097.56,7112.54,7093,7109.13
1576519200,7109.68,7117,7041,7056.87
1576521000,7058.57,7058.57,6850,6924
1576522800,6923.9,6930.27,6877.26,6910.05
1576524600,6910.22,6915,6890.32,6902.16
1576526400,6902.68,6919.98,6894.07,6917.57
